name,field,subcategory,mbti
Irina Rimes,Music,"European, Musicians",INFJ
Irina Zabiyaka (Ирина Забияка),Music,"European, Musicians",INFJ
iris (Iris Kolltveit),Music,"European, Musicians",ISFP
Iron Master,Music,"Brazil, Musicians",ENFP
iruka no yumede sayonara,Music,"Asia, Musicians",ENTP
Isaac Albeniz,Music,Classical,INFP
Isaac Brock,Music,"Alternative, Grunge, Punk, & New Wave",INTP
Isaac Dunbar,Music,Rock,INFP
Isaac Gracie,Music,"Alternative, Grunge, Punk, & New Wave",INFJ
Isaac Hanson,Music,Pop & Contemporary,ISFJ
Isaac Hayes,Music,"Classic Funk, Soul & R & B",ESFJ
Isaac Holman,Music,"Alternative, Grunge, Punk, & New Wave",ENFP
Isaac Wood,Music,Rock,INFP
Isabel Pantoja,Music,"European, Musicians",ESTJ
Isabela Souza,Music,"Brazil, Musicians",ENFJ
Isabella Lovestory,Music,"Latin American, Musicians",ESTP
Isadora Pompeo,Music,"Brazil, Musicians",ISFP
Isaiah Firebrace,Music,Pop & Contemporary,INFP
Isaiah Rashad,Music,"Hip Hop, Rap, Soul & R&B",ISFP
Isak Danielson,Music,"World, Musicians",INFP
İsmail YK,Music,"Turkish, Musicians",ESFP
Isobel Campbell,Music,Indie and Other,INFP
Israel “IZ” Kamakawiwo‘ole,Music,Country & Folk,INFP
Isshiki Hiyori,Music,"Asia, Musicians",ISFJ
Istasha,Music,"Alternative, Grunge, Punk, & New Wave",ISTP
Isyana Sarasvati,Music,"Asia, Musicians",ENFP
Itamar Assumpção,Music,"Brazil, Musicians",INTP
ITSOKTOCRY,Music,"Hip Hop, Rap, Soul & R&B",ISFP
Itzhak Perlman,Music,Classical,ESFJ
Iva Zanicchi,Music,"European, Musicians",ESFJ
Ivan Dorn,Music,"European, Musicians",ISFP
Ivan Kurochkin (Иван Курочкин),Music,"European, Musicians",INTJ
Ivan Lins,Music,"Brazil, Musicians",ENFP
Ivan Moody,Music,Hard Rock & Heavy Metal,ESTP
Ivan Moravec,Music,Classical,ISFJ
Ivana Spagna,Music,"European, Musicians",ENFJ
Ivana Wong,Music,"Asia, Musicians",INFP
Ivar Bjørnson,Music,"European, Musicians",INTP
Ivete Sangalo,Music,"Brazil, Musicians",ESFJ
Ivy Queen,Music,"Latin American, Musicians",ESTP
Ivy So (COLLAR),Music,"Asia, Musicians",ISTP
Iwan Fals,Music,"Asia, Musicians",ENFP
Iwaya Shogo,Music,"Asia, Musicians",ESFJ
Iyowa,Music,"Asia, Musicians",ISFP
IZA,Music,"Brazil, Musicians",ENFJ
Izaya Tiji,Music,"Hip Hop, Rap, Soul & R&B",INFP
Izi,Music,"European, Musicians",INFP
Izora Armstead,Music,"Classic Funk, Soul & R & B",ESFJ
Izzy Stradlin,Music,Hard Rock & Heavy Metal,INTP
J Balvin,Music,"Latin American, Musicians",ESFP
J Dilla,Music,"Hip Hop, Rap, Soul & R&B",INFP
J Hus,Music,"Hip Hop, Rap, Soul & R&B",ISFP
J J Julius Son,Music,Rock,ISFP
J Mascis,Music,"Alternative, Grunge, Punk, & New Wave",INTP
J-Ax,Music,"European, Musicians",ENTP
J-Dog,Music,Hard Rock & Heavy Metal,ISTP
J. Cole,Music,"Hip Hop, Rap, Soul & R&B",INFJ
"J. McClendon ""Classic J""",Music,Indie and Other,INFP
J. R. Hayes,Music,Hard Rock & Heavy Metal,INFP
J.I the Prince of N.Y,Music,"Hip Hop, Rap, Soul & R&B",ISFP
J.I.D,Music,"Hip Hop, Rap, Soul & R&B",INFP
J9ueve,Music,"Hip Hop, Rap, Soul & R&B",ISFP
Ja Rule,Music,"Hip Hop, Rap, Soul & R&B",ESFP
JA$IAH,Music,"Hip Hop, Rap, Soul & R&B",ESFP
Jacek Kaczmarski,Music,"European, Musicians",ENTP
Jack Anderson,Music,Indie and Other,ISFP
Jack Antonoff,Music,Indie and Other,ENFP
Jack Avery,Music,Pop & Contemporary,INTP
Jack Barakat,Music,Rock,ESTP
Jack Bruce,Music,Classic Rock,ENTJ
Jack Conte,Music,Indie and Other,ENTP
Jack Fliegler (ToxicXEternity),Music,Electronic and Experimental,INFJ
Jack Gilinsky,Music,Pop & Contemporary,ESFJ
Jack Harlow,Music,"Hip Hop, Rap, Soul & R&B",ISFP
Jack Hues,Music,"Alternative, Grunge, Punk, & New Wave",ISTJ
Jack Johnson,Music,Rock,ISFP
Jack Met (AJR),Music,Rock,ENTP
Jack Rutter (Ritt Momney),Music,Indie and Other,INFP
Jack Spooky,Music,"Asia, Musicians",ENTP
Jack Steadman (Mr Jukes),Music,"European, Musicians",INTP
Jack Stratton,Music,Rock,ENTP
Jack Tatum (Wild Nothing),Music,Indie and Other,INFP
Jack White,Music,Hard Rock & Heavy Metal,ENFP
Jackie Evancho,Music,Classical,ISFJ
Jackie Jackson,Music,"Classic Funk, Soul & R & B",ISFP
Jackson Browne,Music,Classic Rock,INFP
Jackson C. Frank,Music,Country & Folk,INFP
Jackson do Pandeiro,Music,"Brazil, Musicians",ESFP
Jacky Cheung,Music,"Asia, Musicians",ISFJ
Jaco Pastorius,Music,Jazz & Blues,ESFP
Jacob Bannon,Music,Hard Rock & Heavy Metal,INFP
Jacob Collier,Music,Electronic and Experimental,ENFP
Jacob Lee,Music,Pop & Contemporary,INFJ
Jacob Rubeck,Music,Indie and Other,ENFP
Jacob Tillberg,Music,Pop & Contemporary,INFP
Jacoby Shaddix,Music,Hard Rock & Heavy Metal,ESFP
Jacquees,Music,"Hip Hop, Rap, Soul & R&B",ESFP
Jacqueline du Pré,Music,Classical,INFP
Jacques Brel,Music,"European, Musicians",ENFP
Jacques Dutronc,Music,"European, Musicians",ISTP
Jacques Offenbach,Music,Classical,ESFP
Jadakiss,Music,"Hip Hop, Rap, Soul & R&B",ESTP
Jade Baraldo,Music,"Latin American, Musicians",ISFP
Jade Baraldo,Music,"Brazil, Musicians",ESFP
Jade Bird,Music,Pop & Contemporary,INFP
"Jade Collins ""Since99""",Music,"Hip Hop, Rap, Soul & R&B",INTP
Jade Puget,Music,Rock,INFP
Jade Thirlwall,Music,Pop & Contemporary,ENFJ
Jagger Finn,Music,Indie and Other,INFP
Jaguar Jonze (Deena Lynch),Music,Indie and Other,ISTP
Jaguar Wright,Music,"Hip Hop, Rap, Soul & R&B",ESTP
Jahred Gomes (M.C.U.D.),Music,Hard Rock & Heavy Metal,ESTP
Jai Paul,Music,Electronic and Experimental,INFP
Jaime Roos,Music,"Latin American, Musicians",ESFJ
Jain,Music,"European, Musicians",INFJ
Jair Naves,Music,"Brazil, Musicians",INFP
Jair Rodrigues,Music,"Brazil, Musicians",ENFJ
Jairus Kersey,Music,"Alternative, Grunge, Punk, & New Wave",ESFP
Jake Bugg,Music,Pop & Contemporary,ISFP
Jake Chudnow,Music,Electronic and Experimental,INTP
Jake Ewald,Music,"Alternative, Grunge, Punk, & New Wave",INFP
Jake Kiszka,Music,Hard Rock & Heavy Metal,ISFP
Jake Lee (Sidewalks and Skeletons),Music,Electronic and Experimental,INFP
Jake Shears,Music,"Alternative, Grunge, Punk, & New Wave",ENFJ
Jaki Liebezeit,Music,"European, Musicians",INTP
Jakob Dylan,Music,"Alternative, Grunge, Punk, & New Wave",INFP
Jakob Hellman,Music,"European, Musicians",INFP
Jakob Ogawa,Music,Indie and Other,ISFP
Jakub Konopka Kukon,Music,"Hip Hop, Rap, Soul & R&B",ISFP
Jam Master Jay,Music,"Hip Hop, Rap, Soul & R&B",ISFP
Jamelão,Music,"Brazil, Musicians",ENTJ
"James ""Jim"" Root",Music,Hard Rock & Heavy Metal,ISFP
"James ""Jimmy"" Sterling Lees",Music,Rock,ISFP
"James ""Munky"" Shaffer",Music,Hard Rock & Heavy Metal,ISFP
James Arthur,Music,Pop & Contemporary,ISFP
James Bay,Music,Indie and Other,INFP
James Blake,Music,Pop & Contemporary,INFP
James Blunt,Music,Pop & Contemporary,INFJ
James Brown,Music,"Classic Funk, Soul & R & B",ESFP
James Chance,Music,"Alternative, Grunge, Punk, & New Wave",ENTP
James Dean Bradfield,Music,"Alternative, Grunge, Punk, & New Wave",ISTP
James Ferraro,Music,Electronic and Experimental,INTP
James George Thirlwell,Music,Electronic and Experimental,ENTP
James Hetfield,Music,Hard Rock & Heavy Metal,ISTP
James Horner,Music,Movie Composers,ISFP
James Iha,Music,"Alternative, Grunge, Punk, & New Wave",INFP
James LaBrie,Music,Hard Rock & Heavy Metal,ENFJ
James Lavelle,Music,Electronic and Experimental,INTP
James Maslow,Music,Pop & Contemporary,ESTP
James McVey (The Vamps),Music,Pop & Contemporary,INFP
James Mercer,Music,Indie and Other,INFJ
James Morrison,Music,Jazz & Blues,ENTP
James Murphy,Music,Indie and Other,INTP
James Smith,Music,Pop & Contemporary,ENFP
James Taylor,Music,Country & Folk,INFP
Jamey Jasta,Music,Hard Rock & Heavy Metal,ISTP
Jami Morgan,Music,Hard Rock & Heavy Metal,ISTP
Jamie Bulled,Music,Indie and Other,INFP
Jamie Cook,Music,"Alternative, Grunge, Punk, & New Wave",ISTP
Jamie Stewart,Music,Electronic and Experimental,INFP
Jamie xx,Music,Electronic and Experimental,ISFP
Jamie-Lee,Music,"European, Musicians",ENFP
Jamsha,Music,"Latin American, Musicians",ESTP
"Jan ""Jann"" Rozmanowski",Music,"Alternative, Grunge, Punk, & New Wave",INFP
"Jan Axel ""Hellhammer"" Blomberg",Music,"European, Musicians",ESTP
Jan Hammer,Music,"European, Musicians",ISFP
Jandek,Music,Indie and Other,INTP
Jane Remover,Music,Indie and Other,INFP
Janelle Monáe,Music,"Hip Hop, Rap, Soul & R&B",ENFJ
Janet Devlin,Music,Pop & Contemporary,INFP
Janet Jackson,Music,Classic Pop & Contemporary,ISFP
Janet Weiss,Music,"Alternative, Grunge, Punk, & New Wave",ISFP
Jani Lane,Music,Hard Rock & Heavy Metal,ESFP
Jani Liimatainen,Music,"European, Musicians",INFP
Janie,Music,"European, Musicians",ISFP
Janine Jansen,Music,Classical,ENFJ
Janis Joplin,Music,Classic Rock,ENFP
Jão,Music,"Brazil, Musicians",ISFJ
Jão (Ratos de Porão),Music,"Brazil, Musicians",ISTP
Japa (Mauro Morizono),Music,"Brazil, Musicians",ISFP
Jarboe,Music,Electronic and Experimental,INFP
Jards Macalé,Music,"Brazil, Musicians",ISTP
Jared Falk,Music,Rock,ENTJ
Jared Followill,Music,Rock,ENTP
Jared Warren,Music,Hard Rock & Heavy Metal,ENTP
Jaret Reddick,Music,Rock,ENFP
Jarfaiter,Music,"European, Musicians",ISTP
Jari Mäenpää,Music,"European, Musicians",INTJ
Jarkko Ahola,Music,"European, Musicians",ENFP
Jarvis Cocker,Music,"Alternative, Grunge, Punk, & New Wave",INTP
Jascha Heifetz,Music,Classical,INTJ
Jasmine Rodgers,Music,Rock,INFP
Jasmine Sokko,Music,"Asia, Musicians",INFP
Jasmine Thompson,Music,Pop & Contemporary,INFP
Jason Becker,Music,Hard Rock & Heavy Metal,ENFP
Jason Butler,Music,Rock,ENFJ
Jason Derulo,Music,"Hip Hop, Rap, Soul & R&B",ESFP
Jason Dunn,Music,Music Producers & Engineers,ESFP
Jason Everman,Music,"Alternative, Grunge, Punk, & New Wave",ISFP
Jason Lytle,Music,Indie and Other,INFJ
Jason Molina,Music,Indie and Other,INFP
Jason Mraz,Music,Pop & Contemporary,ENFP
Jason Newsted,Music,Hard Rock & Heavy Metal,ISTJ
Jason Pierce,Music,"Alternative, Grunge, Punk, & New Wave",ISTP
Jason Roeder,Music,Hard Rock & Heavy Metal,INFP
Jason Wade,Music,"Alternative, Grunge, Punk, & New Wave",ESFP
Jason Williamson,Music,"Alternative, Grunge, Punk, & New Wave",ESTP
Jasper Dolphin,Music,"Hip Hop, Rap, Soul & R&B",ESFP
Javiera Mena,Music,"Latin American, Musicians",INFP
Jawny (Johnny Utah),Music,Indie and Other,INFJ
Jay Chou,Music,"Asia, Musicians",ISFP
Jay Clayton,Music,Indie and Other,INFP
Jay Electronica,Music,"Hip Hop, Rap, Soul & R&B",INTP
Jay Kay,Music,"Hip Hop, Rap, Soul & R&B",ENFP
Jay Lorezo,Music,Indie and Other,ESTP
Jay Munly,Music,Country & Folk,ISTP
Jay Reatard,Music,"Alternative, Grunge, Punk, & New Wave",ESTP
Jay Rock,Music,"Hip Hop, Rap, Soul & R&B",ISTP
Jay Sean,Music,Pop & Contemporary,ISFP
Jay Weinberg,Music,Hard Rock & Heavy Metal,INTP
JAY-Z,Music,"Hip Hop, Rap, Soul & R&B",INTJ
JayDaYoungan,Music,"Hip Hop, Rap, Soul & R&B",ISFP
Jaymes Young,Music,Indie and Other,INFJ
Jayy Von Monroe,Music,Rock,ISTP
Jaz Coleman,Music,"Alternative, Grunge, Punk, & New Wave",ENTP
Jaze,Music,"Latin American, Musicians",ENFP
Jazmin Bean,Music,"Alternative, Grunge, Punk, & New Wave",ESFP
Jazmine Sullivan,Music,"Hip Hop, Rap, Soul & R&B",ISFP
Jazz Cartier,Music,"Hip Hop, Rap, Soul & R&B",ISFP
JC Chasez,Music,Pop & Contemporary,INFP
JD Beck,Music,Jazz & Blues,ISFP
Jdskaa,Music,Animated/Fictional Musicians,INTP
Jé Santiago,Music,"Brazil, Musicians",ESFP
Jean Dawson,Music,"Latin American, Musicians",INFP
Jean de Sainte-Colombe,Music,Classical,INTJ
Jean Ferrat,Music,"European, Musicians",INFP
Jean Sibelius,Music,Classical,INTJ
Jean Tassy,Music,"Brazil, Musicians",INFP
Jean-Baptiste Lully,Music,Classical,ENTP
Jean-Jacques Goldman,Music,"European, Musicians",ISFP
Jean-Louis Costes,Music,Electronic and Experimental,ENTP
Jean-Luc Ponty,Music,Jazz & Blues,INTP
Jean-Michel Jarre,Music,"European, Musicians",INTP
Jean-Michel Labadie,Music,"European, Musicians",ISTP
Jean-Pierre Bouvet (JP Bouvet),Music,Indie and Other,INTJ
Jeanette,Music,"European, Musicians",INFP
Jeangu Macrooy,Music,"Latin American, Musicians",ENFJ
JeanJass,Music,"European, Musicians",ENTP
"Jef ""Wrest"" Whitehead",Music,Hard Rock & Heavy Metal,INTJ
Jeff Ament,Music,"Alternative, Grunge, Punk, & New Wave",ISFP
Jeff Beck,Music,Classic Rock,ISTP
Jeff Buckley,Music,"Alternative, Grunge, Punk, & New Wave",INFP
Jeff Hanneman,Music,Hard Rock & Heavy Metal,ISTP
Jeff Loomis,Music,Hard Rock & Heavy Metal,ISTP
Jeff Lynne,Music,Rock,INFP
Jeff Mangum,Music,Indie and Other,INFP
Jeff Matz,Music,Hard Rock & Heavy Metal,ISFP
Jeff Montalvo (Seven Lions),Music,Music Producers & Engineers,INFP
Jeff Rosenstock,Music,"Alternative, Grunge, Punk, & New Wave",ENFP
Jeff Tweedy,Music,"Alternative, Grunge, Punk, & New Wave",INFP
Jeff Waters,Music,Hard Rock & Heavy Metal,ENTP
Jeffrey Hatrix,Music,Hard Rock & Heavy Metal,INTP
Jeffrey Lee Pierce,Music,"Alternative, Grunge, Punk, & New Wave",INFP
Jeffrey Lewis,Music,Indie and Other,INTP
Jehnny Beth,Music,"Alternative, Grunge, Punk, & New Wave",ENFP
Jelena Karleusa,Music,"European, Musicians",ESFP
Jelena Rozga,Music,"European, Musicians",ISFJ
Jelena Tomašević,Music,"European, Musicians",ISFJ
Jello Biafra,Music,"Alternative, Grunge, Punk, & New Wave",ENTP
Jelly Roll Morton,Music,Jazz & Blues,ISTP
Jena lee,Music,"European, Musicians",INFP
Jendrik Sigwart,Music,"European, Musicians",ENFP
Jenna Raine,Music,Pop & Contemporary,ENFJ
Jenni Rivera,Music,"Latin American, Musicians",ESFJ
Jenni Vartiainen,Music,"European, Musicians",ENFJ
Jennifer Hudson,Music,"Hip Hop, Rap, Soul & R&B",ESFJ
Jennis Oprasert,Music,"Asia, Musicians",INTJ
Jenny Hval,Music,Electronic and Experimental,INFP
Jenny Juárez (BRATTY),Music,"Latin American, Musicians",ISFP
Jenny Lee Lindberg (jennylee),Music,Indie and Other,INFP
Jenny Lewis,Music,Indie and Other,ISFP
Jens Kidman,Music,"European, Musicians",ISTP
Jens Lekman,Music,"European, Musicians",INFP
Jeon In kwon,Music,Rock,ESTP
Jeong Jiwon (Wonstein),Music,"Hip Hop, Rap, Soul & R&B",INFJ
Jeong Younghoon (ORβIT),Music,"Asia, Musicians",ESFP
Jeppe Bruun Wahlstrøm/Yepha,Music,"European, Musicians",ESTP
Jer (MIRROR),Music,"Asia, Musicians",INFP
"Jeramy Gritter ""Beardo""",Music,Rock,ESTP
Jeremy (MIRROR),Music,"Asia, Musicians",ISFJ
Jeremy Davis,Music,Rock,ESFP
Jeremy Enigk,Music,Rock,INFP
Jeremy Ferguson(Jinxx),Music,Hard Rock & Heavy Metal,INFP
Jeremy McKinnon,Music,Rock,ENFJ
Jeremy Palazsweski,Music,Rock,ESTP
Jeremy Soule,Music,Movie Composers,INFJ
Jeremy Zucker,Music,Pop & Contemporary,ENFP
Jerinx,Music,"Asia, Musicians",ENTP
Jermaine Jackson,Music,"Classic Funk, Soul & R & B",ESTP
Jeroen Streunding (DJ Neophyte),Music,Electronic and Experimental,ESTJ
Jérôme Reuter,Music,"European, Musicians",INFJ
Jerrilynn Patton (Jlin),Music,Electronic and Experimental,INTP
Jerry Cantrell,Music,Hard Rock & Heavy Metal,INTJ
Jerry Garcia,Music,Classic Rock,ENFP
Jerry Goldsmith,Music,Movie Composers,INTP
Jerry Harrison,Music,"Alternative, Grunge, Punk, & New Wave",ISFP
Jerry Lee Lewis,Music,Classic Rock,ESTP
Jerry Only,Music,"Alternative, Grunge, Punk, & New Wave",ESFP
Jerry Paper,Music,Electronic and Experimental,INFP
Jerry Reed,Music,Country & Folk,ESTP
Jeru the Damaja,Music,"Hip Hop, Rap, Soul & R&B",INTJ
Jesper Helles/Livid,Music,"European, Musicians",ESFP
Jess Benko,Music,Indie and Other,INFP
Jesse Huerta,Music,"Latin American, Musicians",ESFP
Jesse Hughes,Music,Hard Rock & Heavy Metal,ESFP
Jesse James Dupree,Music,Hard Rock & Heavy Metal,ENFP
Jesse Lacey,Music,Rock,INFP
Jesse Leach,Music,Hard Rock & Heavy Metal,INFJ
Jesse Lewis,Music,"Asia, Musicians",ENFP
Jesse Margera,Music,Hard Rock & Heavy Metal,ISTP
Jesse McCartney,Music,Pop & Contemporary,ISFP
Jesse Michaels,Music,"Alternative, Grunge, Punk, & New Wave",INFP
Jesse Rutherford,Music,Indie and Other,ESFP
Jessica Baio,Music,Pop & Contemporary,ISFJ
Jessica Mauboy,Music,Pop & Contemporary,ISFJ
Jessica Origliasso,Music,Pop & Contemporary,ISFP
Jessica Simpson,Music,Pop & Contemporary,ISFJ
Jessicka Addams,Music,Hard Rock & Heavy Metal,INFP
Jessie J,Music,Pop & Contemporary,ESFP
Jessie Reyez,Music,"Hip Hop, Rap, Soul & R&B",ISFP
Jessie Ware,Music,Pop & Contemporary,ESFJ
Jesus (Джизус),Music,Rock,INFP
Jesús de la Rosa,Music,Rock,INFP
Jesús Navarro,Music,"Latin American, Musicians",ENFP
Jesus of Suburbia (Green Day),Music,Animated/Fictional Musicians,ISFP
"Jesus Ortiz Paz ""JOP""",Music,"Latin American, Musicians",ESTP
Jesy Nelson,Music,Pop & Contemporary,ESTP
Jetta,Music,Pop & Contemporary,ISFP
Jewel,Music,"Alternative, Grunge, Punk, & New Wave",INFP
Jhariah,Music,"Alternative, Grunge, Punk, & New Wave",ISFP
Jhené Aiko,Music,"Hip Hop, Rap, Soul & R&B",ISFP
Jhony MC,Music,"Brazil, Musicians",ISTP
Jidenna,Music,"Hip Hop, Rap, Soul & R&B",ENTP
Jiew Piyanut,Music,"Asia, Musicians",ISFJ
Jill Bryson,Music,"Alternative, Grunge, Punk, & New Wave",INFP
Jill Scott,Music,"Hip Hop, Rap, Soul & R&B",ISFJ
Jim Adkins,Music,Rock,INFP
Jim Capaldi,Music,Classic Rock,INFP
Jim Croce,Music,Country & Folk,INFP
Jim James,Music,"Alternative, Grunge, Punk, & New Wave",INFP
Jim Johnston,Music,Movie Composers,INFP
Jim Jones,Music,"Hip Hop, Rap, Soul & R&B",ESTP
Jim Martin,Music,Hard Rock & Heavy Metal,ISTJ
Jim Morrison,Music,Classic Rock,INFP
Jim O’Rourke,Music,Electronic and Experimental,INTP
Jim Reid,Music,"Alternative, Grunge, Punk, & New Wave",INFP
Jimi Hendrix,Music,Classic Rock,ISFP
Jimi Somewhere,Music,"European, Musicians",ISFP
Jimmie Rodgers,Music,Country & Folk,ISFP
"Jimmy ""The Rev"" Sullivan",Music,Hard Rock & Heavy Metal,ENTP
Jimmy Buffett,Music,Country & Folk,ESFP
Jimmy Chamberlin,Music,"Alternative, Grunge, Punk, & New Wave",ISFJ
Jimmy Cliff,Music,"World, Musicians",ESFP
Jimmy Durante,Music,Jazz & Blues,ESFJ
Jimmy London,Music,"Brazil, Musicians",ESTJ
Jimmy Moyer Franks (Jimmy Pop),Music,"Alternative, Grunge, Punk, & New Wave",ENTP
Jimmy Page,Music,Classic Rock,INFJ
Jimmy Smith,Music,Jazz & Blues,ENTP
Jimmy Smith,Music,Indie and Other,ENTP
Jimmy Somerville,Music,Pop & Contemporary,INFP
Jimmy Urine,Music,"Alternative, Grunge, Punk, & New Wave",ENFP
Jimmy Webb,Music,Classic Rock,INFP
Jin Akanishi,Music,"Asia, Musicians",ESTP
Jintara Poonlarp,Music,"Asia, Musicians",ESFP
Jiro Wang,Music,"Asia, Musicians",ISFP
JJ Lin,Music,"Asia, Musicians",ENFP
JL Bunny,Music,"Hip Hop, Rap, Soul & R&B",ESTP
JMSN,Music,"Hip Hop, Rap, Soul & R&B",ISFP
Joacim Cans,Music,"European, Musicians",INFJ
Joakim Berg,Music,"European, Musicians",INFJ
Joakim Brodén,Music,"European, Musicians",ESFP
Joakim Thåström,Music,"European, Musicians",INFP
Joalin Loukamaa,Music,"European, Musicians",ISTP
Joan Baez,Music,Country & Folk,INFJ
Joan Jett,Music,Hard Rock & Heavy Metal,ISTP
Joan Manuel Serrat,Music,"European, Musicians",INFP
Joan Sebastian,Music,"Latin American, Musicians",INFP
Joan Wasser,Music,Indie and Other,ENFP
Joanna “Jojo” Levesque,Music,"Hip Hop, Rap, Soul & R&B",ESFP
Joanna Newsom,Music,Indie and Other,INFJ
Joanna Wang,Music,"Asia, Musicians",INTP
João Barone,Music,"Brazil, Musicians",ISTP
João Brasil,Music,"Brazil, Musicians",ENTP
João Coiote,Music,"Brazil, Musicians",ISFP
João Gilberto,Music,"Brazil, Musicians",INFP
João Gomes,Music,"Brazil, Musicians",ISFP
João Gordo,Music,"Brazil, Musicians",ESTP
João Nogueira,Music,"Brazil, Musicians",ESFP
João Ricardo,Music,"Brazil, Musicians",INTJ
João Suplicy,Music,"Brazil, Musicians",INFJ
Joaquín Sabina,Music,"European, Musicians",ENTP
JOBA,Music,"Hip Hop, Rap, Soul & R&B",INFP
Jody Fiteni,Music,Rock,ESFJ
Joe Bonamassa,Music,Jazz & Blues,INTP
Joe Cocker,Music,Classic Rock,INFJ
Joe Dart,Music,Rock,ISTP
Joe Duplantier,Music,Hard Rock & Heavy Metal,INFJ
Joe Elliott,Music,Hard Rock & Heavy Metal,ESFP
Joe Hawley,Music,Indie and Other,ENFP
Joe Hisaishi (Fujisawa Mamoru),Music,Movie Composers,INFP
Joe Hottinger,Music,Hard Rock & Heavy Metal,ENFP
Joe Inoue,Music,"Asia, Musicians",ENFP
Joe Jackson,Music,"Alternative, Grunge, Punk, & New Wave",ENFP
Joe Jackson,Music,Music Managers,ESTJ
Joe Jonas,Music,Pop & Contemporary,ESTP
Joe Meek,Music,Electronic and Experimental,INTP
Joe Newman,Music,Rock,INTP
Joe Pause,Music,"Asia, Musicians",ISFP
Joe Perry,Music,Hard Rock & Heavy Metal,ISTP
Joe Satriani,Music,Hard Rock & Heavy Metal,ISFP
Joe Strummer,Music,"Alternative, Grunge, Punk, & New Wave",ENFP
Joe Talbot,Music,"Alternative, Grunge, Punk, & New Wave",ENFP
Joe Trohman,Music,Rock,ENFP
Joe Vasconcellos,Music,"Latin American, Musicians",ENFP
Joe Walsh,Music,Classic Rock,ESFP
Joel Adams,Music,Pop & Contemporary,INFJ
Joel Hokka,Music,"European, Musicians",ESTP
Joel Madden,Music,Rock,ESFP
Joel Pimentel,Music,"Latin American, Musicians",ISFP
Joelma,Music,"Brazil, Musicians",ESFJ
Joep Beving,Music,Classical,INFP
Joesef,Music,"Alternative, Grunge, Punk, & New Wave",INFP
Joey Bada$$,Music,"Hip Hop, Rap, Soul & R&B",ENFJ
Joey DeMaio,Music,Hard Rock & Heavy Metal,ENFJ
Joey Dominice (MC Prophet),Music,"Hip Hop, Rap, Soul & R&B",ESTP
Joey Jordison,Music,Hard Rock & Heavy Metal,ISTP
Joey Lanni Moe Lynghave/Joey Moe,Music,"European, Musicians",ESFP
Joey Purp,Music,"Hip Hop, Rap, Soul & R&B",ISFP
Joey Ramone,Music,"Alternative, Grunge, Punk, & New Wave",INFP
Joey Santiago,Music,"Asia, Musicians",ISFP
Joey Tempest,Music,"European, Musicians",ESFP
Joey Walker,Music,Rock,ENTP
Joeyy,Music,"Hip Hop, Rap, Soul & R&B",ISFP
Joff Oddie,Music,Hard Rock & Heavy Metal,ISTJ
Johan Edlund,Music,"European, Musicians",ISTP
Johan Forsby/Jooks,Music,"European, Musicians",ESFP
Johan Hegg,Music,"European, Musicians",ESTJ
Johann Christian Bach,Music,Classical,INTJ
Johann Pachelbel,Music,Classical,ISFJ
Johann Sebastian Bach,Music,Classical,ISTJ
Johann Strauss II,Music,Classical,ENTP
Johann van Beethoven,Music,Classical,ESTJ
Johannes Brahms,Music,Classical,INTJ
Johannes Eckerström,Music,"European, Musicians",ENFP
John 5,Music,Hard Rock & Heavy Metal,ISTP
John Balance,Music,Electronic and Experimental,INTJ
John Barry,Music,Movie Composers,ENTJ
John Bonham,Music,Hard Rock & Heavy Metal,ESTP
John Cage,Music,Electronic and Experimental,INTP
John Cale,Music,Electronic and Experimental,INTP
John Coltrane,Music,Jazz & Blues,INFJ
John Cooper,Music,Hard Rock & Heavy Metal,ENFJ
John Darnielle,Music,Indie and Other,INTP
John Deacon,Music,Classic Rock,ISTJ
John Densmore,Music,Classic Rock,ISTP
John Denver,Music,Country & Folk,ISFP
John Dolmayan,Music,Hard Rock & Heavy Metal,ISTP
John Dowland,Music,Classical,ISFP
John Dyer Baizley,Music,Hard Rock & Heavy Metal,ISFP
John Entwistle,Music,Classic Rock,ISTP
John Fahey,Music,Country & Folk,INTP
John Field,Music,Classical,INFJ
John Fogerty,Music,Classic Rock,ENFP
John Frusciante,Music,"Alternative, Grunge, Punk, & New Wave",INFP
John Gourley,Music,"Alternative, Grunge, Punk, & New Wave",ISFP
John Grant,Music,"Alternative, Grunge, Punk, & New Wave",INFP
John Haughm,Music,Hard Rock & Heavy Metal,INFJ
John Juan Mendez (Silent Servant),Music,Electronic and Experimental,INTP
John Kalligan (Джон Каллиган),Music,"European, Musicians",INTP
John Kay,Music,"European, Musicians",ESFP
John Lee Hooker,Music,Jazz & Blues,ENTP
John Legend,Music,"Hip Hop, Rap, Soul & R&B",ISFP
John Lennon,Music,Classic Rock,ENFP
John Linnell,Music,"Alternative, Grunge, Punk, & New Wave",INTP
John Lodge,Music,Classic Rock,ENFJ
John Lundvik,Music,"European, Musicians",ESFJ
John Lurie,Music,Jazz & Blues,ISFP
John Lydon “Johnny Rotten”,Music,"Alternative, Grunge, Punk, & New Wave",ENTP
John Mark McMillan,Music,Rock,ENFP
John Martyn,Music,Country & Folk,ENFP
John Matanghi,Music,Hard Rock & Heavy Metal,INTJ
John Maus,Music,Electronic and Experimental,INTP
John Mayer,Music,Pop & Contemporary,ENFP
